"Country Name","Country Code","Year","average_value_Current account balance (BoP, current US$)","average_value_Debt service (PPG and IMF only, % of exports of goods, services and primary income)","average_value_Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)","average_value_Debt service on external debt, total (TDS, current US$)","average_value_Exports of goods, services and primary income (BoP, current US$)","average_value_External debt stocks (% of GNI)","average_value_External debt stocks, long-term (DOD, current US$)","average_value_External debt stocks, private nonguaranteed (PNG) (DOD, current US$)","average_value_External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)","average_value_External debt stocks, short-term (DOD, current US$)","average_value_Foreign direct investment, net inflows (BoP, current US$)","average_value_GNI (current US$)","average_value_Grants, excluding technical cooperation (BoP, current US$)","average_value_IBRD loans and IDA credits (DOD, current US$)","average_value_IFC, private nonguaranteed (NFL, current US$)","average_value_IMF repurchases and charges (TDS, current US$)","average_value_Imports of goods, services and primary income (BoP, current US$)","average_value_Multilateral debt service (% of public and publicly guaranteed debt service)","average_value_Multilateral debt service (TDS, current US$)","average_value_Net ODA received (% of GNI)","average_value_Net ODA received per capita (current US$)","average_value_Net financial flows, IDA (NFL, current US$)","average_value_Net financial flows, IMF concessional (NFL, current US$)","average_value_Net financial flows, IMF nonconcessional (NFL, current US$)","average_value_Net financial flows, RDB concessional (NFL, current US$)","average_value_Net financial flows, bilateral (NFL, current US$)","average_value_Net financial flows, multilateral (NFL, current US$)","average_value_Net financial flows, others (NFL, current US$)","average_value_Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)","average_value_Net official development assistance received (current US$)","average_value_PNG, commercial banks and other creditors (NFL, current US$)","average_value_PPG, IDA (DOD, current US$)","average_value_PPG, official creditors (NFL, current US$)","average_value_Personal remittances, received (current US$)","average_value_Portfolio equity, net inflows (BoP, current US$)","average_value_Present value of external debt (% of GNI)","average_value_Present value of external debt (% of exports of goods, services and primary income)","average_value_Present value of external debt (current US$)","average_value_Public and publicly guaranteed debt service (% of GNI)","average_value_Public and publicly guaranteed debt service (% of exports of goods, services and primary income)","average_value_Short-term debt (% of exports of goods, services and primary income)","average_value_Short-term debt (% of total external debt)","average_value_Short-term debt (% of total reserves)","average_value_Technical cooperation grants (BoP, current US$)","average_value_Total debt service (% of GNI)","average_value_Total debt service (% of exports of goods, services and primary income)","average_value_Total reserves (% of total external debt)","average_value_Total reserves (includes gold, current US$)","average_value_Total reserves in months of imports","average_value_Use of IMF credit (DOD, current US$)"
"St. Lucia","LCA","2003","-147549312.222222","6.70495942115931","26466251","30092537.4","394969391.111111","37.820873968294","222656698.3","","222656698.3","108088000","106425925.925926","877416777.777778","12260000","33365000","0","16286.4","555391358.888889","41.1877103409924","10900842.8","1.77338760936682","96.9289255566978","1167000","","","","-1159638.1","11181000","6391331.5","","15560000.4196167","","23222000","10021693.4","25114325.9259259","","","","","3.01638305424598","6.70083596238844","27.3661712610011","32.5716","101.109245918751","3330000","3.42967426223772","7.61895429803939","32.2143308430977","106902191.800399","2.30977000465257","1101995.4"
"Latin America & Caribbean","LCN","2019","","12.7903670514201","","","1470261773602.91","","","","","","221996984427.873","5577430992980.43","","","","","1673073841093.32","","","0.159175074942111","13.7336899095662","","","","","","","","","8877879962.92114","","","","97745154441.9113","-172780685.634891","","","","3.17504177510159","12.6430934772115","22.2904381735115","","32.7675294418638","","6.95846247471372","","44.0025276334017","","8.76561389453942",""
"Least developed countries: UN classification","LDC","1988","","24.3061090988786","","","20264397071.6663","","","","","","590978090.944912","136045847706.884","","","0","","32628022556.9888","","","9.88856343095692","28.0379046644217","","","","","","","","","13452979945.6783","","","","2622164930.84329","2988785.80145172","","","","2.15482965810171","18.8762610935896","49.357186958599","","191.903678023618","","3.0241808420056","","4.60629420800302","","4.22438427867756",""
"Lower middle income","LMC","2015","","5.84235414380223","64910795018.7","142779258345.9","1566507323935.69","26.9270206570538","1130851813620.9","464452350907.5","666399462713.4","202653552800.2","139858985063.154","6376992333682.27","","135746215000","200445540","3405323837.1","1904244780025.81","23.1379987556356","15019058943.7","0.707033465007194","14.5276184052873","5906036000","-107227512.4","6587294216.5","1981492562.8","13930221693.8","17694909000","1589370381.2","25829735000","45087469860.0769","26381504000","96995327000","31625132217.2","268972735813.578","160741721.930165","","","","1.25821078885729","5.60487985220523","17.0134512323857","14.6713328695769","24.2309743257966","","3.20456761979081","11.4724354359179","59.4110571983893","","10.1199818715679","47783945202.6"
"Lithuania","LTU","1976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Macao SAR, China","MAC","1985","","","","","","","","","","","-380000","1368971683.25249","10000","","","","","","","0.0306799616109747","1.48153369391152","","","","","","","","","419999.986886978","","","","","","","","","","","","","","410000","","","","64198331.4419683","",""
"Macao SAR, China","MAC","1999","","","","","","","","","","","9420000","6133923097.13585","0","","","","","","","0.0052168895465426","0.76484027469106","","","","","","","","","319999.992847443","","","","","","","","","","","","","","320000","","","","2857387350.24797","",""
"Mexico","MEX","1975","","","1595582013.5","2624582013.5","","21.3509061437009","15759411868.8","4194800000","11564611868.8","2622000000","458411000","86091952000","7870000","1123097000","0","","","11.0416837561073","176179120","0.0251126851430124","0.362703329460976","","","","32274000","162716027.3","240155000","","423700000","21620000.8392334","423700000","","402870867.3","","","","","","1.85334630756194","","","14.2644","138.233935988823","16850000","3.04857998050735","","10.3190364616277","1896784592.90344","",""
"Mozambique","MOZ","1990","","17.2969424949967","51564340.5","78518233.6","","","4215156051.6","19242000","4195914051.6","343833660.2","9200000","","750090000","267940939.1","0","291893.1","","30.5788648649545","15767790","","76.8066206385153","73971000","12422428.9","0","14118944.2","107575450.1","86405000","-2464870.3","8284000","997510009.765625","8284000","267940939.1","193979962.3","70400001.53","","","","","","","","7.4217","148.367710971448","86540000","","26.1902046697798","5.00229955253535","231744264.266615","","73764921"
"Namibia","NAM","2011","-838672355.051631","","","","5015066817.89274","","","","","","803600584.603823","12010789205.4795","190550000","","","","6665301786.45872","","","2.31633397852121","128.998121876627","","","","","","","","","278209991.455078","","","","78755190.5167114","13824634.6548499","","","","","","","","","46880000","","","","1786689867.90836","3.21670032382608",""
"New Caledonia","NCL","1969","","","","","","","","","","","","263108834.536684","8750000","","","","","","","6.27116912628773","158.653846153846","","","","","","","","","16500000","","","","","","","","","","","","","","6450000","","","","","",""
"New Caledonia","NCL","1979","","","","","","","","","","","","1047225130.24333","51380000","","","","","","","14.194654960385","1073.28515448725","","","","","","","","","148649993.896484","","","","","","","","","","","","","","75410000","","","","","",""
"Niger","NER","2009","-1325370436.97403","2.48937624475613","29138927.4","37497795.5","1190490813.20784","16.18249903007","969174333.9","6516000","962658333.9","130554893.4","633819197.134754","7756099637.37531","353090000","265733000","0","496868.1","2667322011.6229","91.7399375517165","26732033.8","6.06786950769596","29.7056184716779","15800000","5074767.4","","19540168.2","145506172.7","44300000","10289218.6","-6515000","470630004.882813","-6515000","265733000","189806244.8","102125604.17868","9489820.13886295","","","","0.375690472819412","2.44763983700838","10.9664763433338","10.4016","","69800000","0.483462013810454","3.14977613300184","","","","155401521.3"
"Panama","PAN","2018","-4966789332.43","","","","30812992205.87","","","","","","5487257182.67","60382537500","23100000","","","","35709572738.3","","","0.064753818062252","9.36108071265865","","","","","","","","","39099998.4741211","","","","537877200","0","","","","","","","","","17350000","","","","2121303718.10741","0.712852119621882",""
"Poland","POL","1985","-982000000","","","","13222000000","","","","","","15000000","","","","","","15174000000","","","","","0","","","","","","","","","","","","","0","","","","","","","","","","","","","1024744000","0.810394622380388",""
"Portugal","PRT","1988","-1065786164.60207","","","","14910226653.7254","","","","","","921583433.36042","55654805013.9276","","","","","20297933313.1119","","","","","","","","","","","","","","","","","3524135010","219717524.348235","","","","","","","","","","","","","11719331741.7214","6.92838914835791",""
"Singapore","SGP","1981","-1469689141.094","","","","29366329691.3862","","","","","","1659967735.20666","13359844946.7588","130000.000000003","","","","30683133295.4195","","","0.163774349537453","8.6385410659465","","","","","","","","","21879999.1607666","","","","","156672175.749474","","","","","","","","","23060000","","","","7549238396.65926","2.95246446598838",""
"Sao Tome and Principe","STP","1978","5670068.71149716","1.96111583551443","","500957","25544488.0372704","","10315766.6","","10315766.6","0","0","","2430000","","0","500957","22739881.6322616","","","","43.810404630622","","","-500957","","5775976.3","1649000","1649000","","3980000.01907349","","","7424976.3","298716.1577","0","","","","","","0","0","","1370000","","1.96111583551443","","","","0"
"Suriname","SUR","1986","","","","","","","","","","","-60400000","888500000","11250000","","","","","","","1.50365781166879","35.70922548045","","","","","","","","","13359999.6566772","","","","1700000.048","-200000","","","","","","","","","1760000","","","","42029395.843428","",""
"Suriname","SUR","2006","220600000","","","","1436100000","","","","","","-163400000","2571880453.40234","54110000","","","","1251400000","","","2.45073594676279","124.73975202318","","","","","","","","","63029998.7792969","","","","2100000","","","","","","","","","","6170000","","","","237361004.178972","2.2761163897616",""
"Eswatini","SWZ","2010","-388309494.656043","2.26312717310805","51255981.6","54190933.1","2275344210.0773","16.6045427699052","416406442.5","","416406442.5","208721185.2","135660413.694601","4212627096.65082","89750000","4554000","-1401237.82","237951.5","3063436693.90243","73.8926010540007","37874378","2.163495540873","85.5902424771852","-250000","","","-1449636","-7178222.5","-20178000","-5491294.8","","91139999.3896484","","2187000","-27355935.1","54690323.8454676","4739645.94764666","","","","1.21672249700787","2.25266934879531","9.17316968024409","29.8391","27.5960601588222","7360000","1.28639283413155","2.38165868970475","108.128333869676","756344144.775586","2.96272802221521","74359840.3"
"Seychelles","SYC","1978","-3984197.45567293","","","","72722391.1042684","","","","","","6328689.09926386","80043533.7209876","9140000","","0","","85739353.9107088","","","20.4513719950137","263.395025570932","","","","","","","","","16370000.8392334","","","","","0","","","","","","","","","4680000","","","","9260279.58014836","1.29606009251606",""
"Turkmenistan","TKM","2016","","","22012424.7","41419842.6","","1.44121971812936","259910856","28538703.4","231372152.6","153913000","2243160000","35225885714.2857","25450000","1049000","0","82013.5","","25.399291882643","5591000","0.0914952140697077","5.69196181992248","","","","","-10578025.6","16617000","","-10559000","32229999.5422363","-10559000","","6038974.4","9000000","","","","0","0.0624893434292639","","","30.3167","","10730000","0.117583537674405","","","","","93858554.8"
"South Asia (IDA & IBRD)","TSA","1979","","13.6919778558326","","","15854871498.9846","","","","","","148025869.448273","195998231424.665","","","0","","22639709881.8682","","","1.90554271061379","4.2464854706642","799589000","","","","","","","","3734830011.84464","","","","3169839504.27","0","","","","0.87979776650162","11.1395023826078","9.1928129567967","","9.91768900720721","","1.19056863099807","","44.5258342568807","","10.3453784428578",""
"South Asia (IDA & IBRD)","TSA","2004","","9.30284937554321","","","156671629391.94","","","","","","7477232653.44824","913969126507.615","","","-36965000","","192147372661.71","","","0.73661241917797","4.50702910872443","1770259000","","","","","","","","6732410093.30751","","","","28678483381.6391","9006887977.48202","","","","1.51521181848194","8.82591051987943","6.37505207982994","","6.61759619932262","","2.57772230851687","","76.5623751539794","","10.5148333043388",""
"Turkey","TUR","1996","-2437000000","17.9876621139812","8375395709.7","10911756876","46727000000","45.1557258242927","62617636165.8","13418450000","49199186165.8","17345000000","722000000","178548379606.88","275330000","4384602999.4","0","29699166.3","53261000000","21.7266882159671","1819696112.7","0.137822590366187","4.14113812151284","-5886000","","","","-218875009.1","-624756000","-293002194.3","1024000000","246080001.831055","999000000","124162000","-843631379.7","3542000000","191000000","","","","4.6908270621893","17.9241032159137","37.1198664583645","21.5132","97.3375306378269","210780000","6.11137267110743","23.3521451751664","22.1016775830782","17819437052.0218","4.0148184342063","662180593.2"
"Upper middle income","UMC","1981","","22.4734888765236","35864994378.6","65250707279.2","","19.4168185655465","262202614773.4","67504500000","194698114773.4","90438754309.6","9150858791.28922","1745148734543.19","","14969153792.5","0","787571900.6","","7.4345439646604","2666398775","0.353212298825679","3.62301498146","101898000","15480166.5","2579284111.6","218406393.2","4831385135.6","3501049000","337999942.4","13490600000","6164079963.20724","13490600000","1131636792.5","8332433152.1","6181529608.4779","31227650.5343209","","","","2.88089655710863","","","25.249448699924","","","5.02917215260336","","18.3984285853061","","4.22712822450936","5539735718.2"
"Uruguay","URY","1988","22140000","","","","1867470000","","","","","","46800000","7884727816.39461","16430000","","","","1866630000","","","0.431974345423446","11.0991123230418","","","","","","","","","34060001.373291","","","","","0","","","","","","","","","19260000","","","","1602322497.87716","10.3008469672757",""
"Uruguay","URY","2008","-1728989727.07313","","","","10129696503.4687","","","","","","2141969341.14865","29459419613.0658","25990000","","","","12007083295.5418","","","0.111543272209536","9.83767260021166","","","","","","","","","32860000.6103516","","","","107912000","-11681341.2518336","","","","","","","","","21880000","","","","6360194479.33838","6.35644243264298",""
"British Virgin Islands","VGB","2019","","","","","","","","","","","57996843293.8726","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Vietnam","VNM","1968","","","","","","","","","","","","","151590000","","","","","","","","10.9143201146624","","","","","","","","","449600006.103516","","","","","","","","","","","","","","202960000","","","","","",""
"Samoa","WSM","2005","-47534045.7548581","3.949780855983","5766598.8","5816055.3","147250075.68939","39.2523159389647","167465803.6","","167465803.6","0","3763664.37138603","430797586.982991","16230000","64157000","0","49456.5","300155504.071513","93.9129006165645","5415580.2","10.0348750430543","240.538161951438","6678000","","","604000","-338830","6445000","-836655","","43229999.5422363","","64157000","6106515","81602590.5233309","","","","","1.33858660638869","3.91619411603162","0","0","0","20390000","1.35006682389557","3.949780855983","45.6876409461555","77256900.7477346","3.08867502476961","1632226.3"
"Samoa","WSM","1981","-13093701.206383","25.6108546150431","3416348","4708146.3","18383401.7676028","","54707731.9","","54707731.9","417976.2","197777.7778","","8530000","7367000","0","1291798.3","65748947.1951243","23.0156119926893","786293.4","","137.970717497002","1035000","2200000","9438.6","3283000","10271.8","4814000","495536.8","","21579999.9237061","","7367000","4823808.6","19000000","0","","","","","18.5838727956251","2.27366080165099","0.6676","12.7368101850521","10640000","","25.6108546150431","5.24213103057679","3281639.54653682","0.598940001907165","7475541.8"
"South Africa","ZAF","2008","-16410851138.1147","2.90342085846159","3161178980.7","6776138174.6","108973598001.788","25.9085635388132","46179777524.4","24879414000","21300363524.4","25462000000","9885001293.44358","277827797414.419","767050000","26168000","3974916.82","2783193.9","123051616791.545","1.32986286308569","42039345.3","0.401295350773215","22.3969839250141","","","","","2552000","-22736000","","-1487000000","1114910034.17969","26000000","","-20184415.3","783693527.767263","-4706978804.55622","","","","1.13781954509925","2.90086685093039","23.3652925725939","35.3731","74.7335552829691","180740000","2.43897055574048","6.2181466876856","47.3323252006296","34070371606.9594","3.32254439188812","339413897.2"
