"Country Name","Country Code","Year","average_value_Air transport, freight (million ton-km)","average_value_Air transport, passengers carried","average_value_Air transport, registered carrier departures worldwide","average_value_Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","average_value_Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","average_value_Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","average_value_Annual freshwater withdrawals, total (% of internal resources)","average_value_Annual freshwater withdrawals, total (billion cubic meters)","average_value_Container port traffic (TEU: 20 foot equivalent units)","average_value_Electric power consumption (kWh per capita)","average_value_Electric power transmission and distribution losses (% of output)","average_value_Electricity production from coal sources (% of total)","average_value_Electricity production from hydroelectric sources (% of total)","average_value_Electricity production from natural gas sources (% of total)","average_value_Electricity production from nuclear sources (% of total)","average_value_Electricity production from oil sources (% of total)","average_value_Fixed broadband subscriptions","average_value_Fixed broadband subscriptions (per 100 people)","average_value_Fixed telephone subscriptions","average_value_Fixed telephone subscriptions (per 100 people)","average_value_ICT goods exports (% of total goods exports)","average_value_ICT goods imports (% total goods imports)","average_value_ICT service exports (% of service exports, BoP)","average_value_ICT service exports (BoP, current US$)","average_value_Individuals using the Internet (% of population)","average_value_Industrial design applications, nonresident, by count","average_value_Industrial design applications, resident, by count","average_value_Investment in ICT with private participation (current US$)","average_value_Investment in energy with private participation (current US$)","average_value_Investment in transport with private participation (current US$)","average_value_Investment in water and sanitation with private participation (current US$)","average_value_Liner shipping connectivity index (maximum value in 2004 = 100)","average_value_Mobile cellular subscriptions","average_value_Mobile cellular subscriptions (per 100 people)","average_value_Public private partnerships investment in ICT (current US$)","average_value_Public private partnerships investment in energy (current US$)","average_value_Public private partnerships investment in transport (current US$)","average_value_Public private partnerships investment in water and sanitation (current US$)","average_value_Rail lines (total route-km)","average_value_Railways, goods transported (million ton-km)","average_value_Railways, passengers carried (million passenger-km)","average_value_Renewable internal freshwater resources per capita (cubic meters)","average_value_Renewable internal freshwater resources, total (billion cubic meters)","average_value_Secure Internet servers","average_value_Secure Internet servers (per 1 million people)","average_value_Trademark applications, nonresident, by count","average_value_Trademark applications, resident, by count"
"United States","USA","2011","39621.9135350454","730796000","10057768","","","","","","42550780","13245.8819278677","5.99837980324201","43.3457640868712","7.43610219027027","24.1585897585537","18.9848461910931","0.91350437464681","88317000","28.34451919","143319000","45.99689919","9.5092092683","12.8381063655","4.52495776902566","29171000000","69.72946076","13024","17443","","","","","83.3235875476","297404000","95.44904589","","","","","194136","2524667","32579.510200833","","","930471","2986.26550102635","91313","319502"
"United States","USA","2016","38657.919041","824039000","9640591","","","","","","48436470","","","","","","","","105714000","32.72717192","121343000","37.56563201","9.6474064631","14.0620625382","4.93909251173565","38551000000","85.54442129","21015","24405","","","","","88.7631404167","396000000","122.5945483","","","","","151270","2314699","35892.157355569","","","3694357","11435.097444529","156755","388506"
"Vanuatu","VUT","1962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147507.854793268","10","","","",""
"World","WLD","2002","117506.673","1627404873","20817389","","","","","","263456511","2435.20682765106","8.96889102954148","38.7510861135328","16.106360243618","19.1331304721598","16.3933886224432","6.73096242630702","66043023","1.34241760349228","1083357524","17.2293957801161","14.1274480891204","14.3322187753942","5.68217064384414","","10.5283686906732","110800","276361","","","","","","1164277513","18.5163529616393","","","","","","3766","1681.4","7002.59446331924","43386.7481","","","",""
"World","WLD","1971","","331604904","9504500","","","","","","","1200.15448602274","8.1724345122159","33.2582901919876","20.212257468071","10.3786400424994","2.00393253076254","18.0448792320219","","","158436054","6.08247084298694","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"South Africa","ZAF","1967","","","","","","","","","","","","","","","","","","","755000","3.8948","","","","","","","","","","","","","","","","","","","","","","2195.33987168924","44.8","","","",""
"Japan","JPN","2017","10684.574","123898000","1035522","66.82627379","18.919582566","14.2541436464","18.8888372093023","81.222","21962500","","","","","","","","40532466","31.78948999","63954472","50.15929816","8.350981065","13.0093721735","2.70215629982236","5048940359.99011","91.72654724","8251","24435","","","","","69.3436707793","172789990","135.5186644","","","","","19249.4","21663","437363","3391.54708314844","430","758209","5980.23609852766","64177","496092"
"Kuwait","KWT","2005","241.623","2433213","19142","","","","","","673472","17076.4991216617","11.3572963826771","0","0","25.092605295651","0","74.907394704349","25000","1.101225532","504806","22.23621023","","","27.1194950509252","1294863013.69863","25.92610837","","","","","","","6.77","1382084","60.87944752","","","","","","","","","","","","",""
"Northern Mariana Islands","MNP","2004","","","","","","","","","","","","","","","","","","","22800","39.82811026","","","","","","","","","","","","2.17","20474","35.76494428","","","","","","","","","","","","",""
"Syrian Arab Republic","SYR","1994","12.6000003815","472100","8800","","","","","","","751.443354733305","30.9511263338164","0","16.8093795283889","27.5391911474114","0","55.6514293241997","","","686431","4.920484434","","","","","0","","","","","","","","0","0","","","","","","","","","","","","",""
"Zimbabwe","ZWE","1985","11.1000003815","453100","9400","","","","","","","935.850216204154","9.86622073578595","40.3010033444816","59.6989966555184","0","0","0","","","104637","1.17867789","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Afghanistan","AFG","1976","12.8999996185","101700","4500","","","","","","","","","","","","","","","","22200","0.171520053","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Africa Western and Central","AFW","1966","","","","","","","","","","","","","","","","","","","74713","0.0847722833008651","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bangladesh","BGD","1990","69.5","1044100","13000","","","","","","","49.7809690670111","33.5747542679772","0","11.4330056906363","84.2602172788412","0","4.3067770305225","","","218000","0.211297729","","","","","0","4","189","","","","","","0","0","","","","","","","","","","","","",""
"Belarus","BLR","2003","1.093","234273","6047","","","","","","","3063.05693858238","12.9567732001352","0","0.10515642017501","95.8012543658692","0","4.07856686821647","123","0.001270762","3071342","31.73124736","1.2193838627","2.3171927973","4.97007393498416","84700000","","","","","","","","","1118000","11.5504996","","","","","5502","38402","13308","","","","","",""
"Brazil","BRA","1982","734.700012207","13168300","240200","","","","","","","1055.95076589237","11.929856860128","3.07122803095556","92.7956656957439","0","0","2.70105004306689","","","5822397","4.602746721","","","","","","227","767","","","","","","0","0","","","","","","","","44751.5817640648","5661","","","",""
"Barbados","BRB","1995","","","","","","","","","","","","","","","","","","","90132","33.88994379","","","5.83293951013732","46800000","0.007752238","","","","","","","","4614","1.734879961","","","","","","","","","","","","",""
"Bhutan","BTN","1987","","","","","","","","","","","","","","","","","","","1650","0.333797278","","","","","","","","","","","","","0","0","","","","","","","","192185.922684615","95","","","",""
"Botswana","BWA","1969","","","","","","","","","","","","","","","","","","","1200","0.214288","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cote d'Ivoire","CIV","2001","7.364","46364","716","","","","","","543845","182.222457722283","13.4698055271238","0","36.8474923234391","62.8863868986694","0","0.266120777891505","","","293568","1.7419305","0.0610581519","2.8901759421","","","0.395747702","","","","","","","","728545","4.322932867","","","","","639","699","182","","","","","",""
"Comoros","COM","2017","","","","47","48","5","0.833333333333333","0.01","52673.2","","","","","","","","1644","0.201992402","17212","2.114776899","5.3749935214","1.8005824294","","","8.478170295","","","","","","","5.7885337424","468914","57.6137866","","","","","","","","1474.40071754168","1.2","4","4.91466905847227","",""
"Cyprus","CYP","1963","","","","","","","","","","","","","","","","","","","10630","1.85538","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dominica","DMA","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3378","46922.5319831646","",""
"Dominica","DMA","1985","","","","","","","","","","","","","","","","","","","4812","6.573680687","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Eritrea","ERI","2007","","","","94.50171821","5.3264604811","0.1718213058","20.7857142857143","0.582","","81.7609643121734","14.9305555555556","0","0","0","0","99.3055555555556","","","37412","1.248508278","","","","","0.41","","","","","","","3.8029804874","84348","2.814850214","","","","","","","","934.411020710553","2.8","","","",""
"Ethiopia","ETH","2010","407.062","3347022","48783","","","","","","","48.2998840186626","15","0","99.0160642570281","0","0","0.622489959839357","4107","0.004686218","908882","1.037063411","0.254478403","8.312191385","4.68314443869098","101376881.602782","0.75","","","","","","","","6854000","7.820633062","","","","","","","","","","3","0.0342309596163449","",""
"Ethiopia","ETH","1985","66.4000015259","471200","21600","","","","","","","19.9005484236921","8.8963963963964","0","76.0135135135135","0","0","23.9864864864865","","","95573","0.235099549","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"United Kingdom","GBR","2018","6198.37","165388610","1242985","","","","","","10313000","","","","","","","","26587110","39.59851528","31511000","46.93209661","3.8696270279","8.0803974707","","","90.69200899","4603","22904","","","","","88.6756125586","78891000","117.499287","","","","","16295","17205.693315326","80526.378370105","","","1811830","27261.8209740232","58959","139153"
"Gibraltar","GIB","2014","","","","","","","","","10847.59","5692.93719978651","3.03030303030303","0","0","0","0","100","13000","38.54707191","23400","69.38472943","","","","","","","","","","","","2.6268803073","38000","112.6760563","","","","","","","","","","343","10170.195101702","",""
"Gibraltar","GIB","1977","","","","","","","","","","1621.01362974725","3.92156862745098","0","0","0","0","100","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Guinea-Bissau","GNB","2018","","","","","","","","","47433.09","","","","","","","","1204","0.064237212","0","0","","","","","22","","","","","","","5.4930611514","1480491","78.9888828","","","","","","","","","","4","2.13412552072663","",""
"Greece","GRC","2006","70.649","9481314","133226","","","","","","1769098","5434.57646854069","8.47471709400289","53.6133867295901","9.74592465810333","17.6307349739943","0","15.954070356769","488180","4.364506472","6170455","55.16610837","3.0083460347","5.6730853709","1.49354091846138","536425791.547159","32.25","","","","","","","32.7998246675","10979826","98.16363153","","","","","2509","662","1811","","","","","",""
"Greenland","GRL","2007","","","","","","","","","","","","","","","","","10547","18.52723664","23159","40.68192598","0.2821694178","6.2863412509","","","61.07","","","","","","","","66400","116.6406099","","","","","","","","10662187.2513482","603","","","",""
"Guatemala","GTM","2001","","","","","","","","","322136","359.5987555137","22.9981219054123","8.57094075465255","37.5618917534574","0","0","43.452279323886","","","756085","6.340364141","0.1505093837","6.8630998535","2.08555641724704","29994157","1.738201782","","","","","","","","1146441","9.61380454","","","","","","","","","","","","",""
"Guatemala","GTM","1994","21","252000","4600","","","","","","","269.986954947645","12.794830371567","0","52.794830371567","0","0","34.7334410339257","","","245094","2.409426308","","","","","0","","","","100000000","","","","10462","0.10284796","","100000000","","","","","","","","","","",""
"High income","HIC","2016","147279.983646833","2214133910","21390164","","","","","","326653786.699","","","","","","","","384101898","32.2388739320227","488130617","40.9703297651074","9.81242621621301","12.1836303186571","7.72316414062251","289428660657.402","84.2632905429597","86722","230761","","","","","","1486358198","124.753596679683","","","","","","10527.534","8248.414134","","","","7039.58524683686","841308","2171726"
"IBRD only","IBD","1975","2264.6999936851","60085100","1412900","","","","","","","319.122191338589","10.0617454221392","24.8886728871567","17.1665767400565","4.05594195404293","0.523503122719732","10.8501922391004","","","28314437","1.11099995910583","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"India","IND","1974","144.6999969482","3037300","69000","","","","","","","103.992657915658","17.4182946868724","53.5186102923916","36.3624507681473","0.606432092647174","2.87696601371971","6.63554083309424","","","981356","0.17676","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ireland","IRL","1996","102.0999984741","7676800","95000","","","","","","","4787.89061748284","8.64164904862579","36.9556025369979","3.81606765327696","33.2505285412262","0","14.2019027484144","","","1390000","38.40159839","","","","","2.199301832","","","","","","","","288600","7.9731664","","","","","1954","570","1295","","","","","",""
"Jamaica","JAM","1986","18.8999996185","1058600","21600","","","","","","","607.251825041929","16.8408826945412","0","8.71080139372822","0","0","88.3855981416957","","","81322","3.448534684","","","","","","16","","","","","","","0","0","","","","","","","","","","","","",""
"Kenya","KEN","2016","257.576935754","4848016","99428","","","","","","1133050","","","","","","","","132702","0.270535882","72801","0.148417377","1.581450093","5.3794348862","10.8366490624865","451360076.677631","16.6","15","89","28000000","","","","15.2920920045","38982188","79.47190398","28000000","","","","","","","","","942","19.2042935418265","",""
"Sri Lanka","LKA","1963","","","","","","","","","","","","","","","","","","","22772","0.230615","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lower middle income","LMC","1994","3259.9000092297","72614700","999800","","","","","","","421.302993929379","15.0460487544281","34.4779194870729","22.0233895393172","23.0898952676539","6.93802213055949","11.6033603283148","","","38279172","1.75193211405257","","","","","0.001369721749868","","","","","","","","404649","0.0185196685438796","","","","","","","","","","","","",""
"Low & middle income","LMY","2002","17624.787","336352773","4525540","","","","","","103366078","1024.87763636812","13.4298099278007","41.3073419616611","21.9912349475412","20.9274360643881","5.64740808661845","8.05947495165446","4821195","0.125917604119082","493909218","9.54059189065597","14.7392364667994","15.1257795047012","5.85195880887616","","3.44032575259327","35066","110565","","13429560000","","","","465126474","8.98461033860803","","","","","","2000","593","6248.9864187029","31949.966","","","",""
